latitude,longitude,data_center_gross_floor_area,bar_nightclub_gross_floor,postcode,national_median_site_energy,green_power_offsite_kwh,natural_gas_cost,energy_star_score,medical_office_number_of_1,year_built,museum_gross_floor_area_ft,hospital_general_medical_16,parking_open_parking_lot,bank_branch_number_of,enclosed_mall_gross_floor,retail_store_weekly_operating,county,medical_office_mri_machine,estimated_savings_from_energy,other_water_sources_combined,fuel_oil_no_5_and_no_6_cost,office_worker_density_number,office_number_of_computers,fuel_oil_no_4_cost,data_center_national_median,net_emissions_metric_tons,national_median_source_energy,energy_star_certification_2,municipally_supplied_potable_4,courthouse_gross_floor_area,percent_of_electricity_that,vocational_school_gross_floor,electricity_use_grid_purchase,adult_education_gross_floor,other_weekly_operating_hours,fuel_oil_no_2_cost,parking_gross_floor_area,retail_store_number_of_open,multifamily_housing_number,weather_normalized_source_1,multifamily_housing_maximum,multifamily_housing_primary,energy_alerts,data_center_it_source_energy,green_power_onsite_kwh,estimated_data_flag_district,release_date,national_median_energy_cost,financial_office_weekly,data_center_pue,district_steam_use_kbtu,year_ending,multifamily_housing_percent_2,direct_ghg_emissions_metric
40.776976,-73.94331,Not Available,Not Available,10128,Not Available,0,163478.7471,Not Available,Not Available,1952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,976.4,Not Available,Not Available,Not Available,Not Available,0,Not Available,3469321.7,Not Available,Not Available,Not Available,Not Available,Not Available,378,24625886.5,16,Natural Gas,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T17:02:25.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,694.1
,,Not Available,Not Available,10001,Not Available,0,0,Not Available,Not Available,1969,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,380.4,Not Available,Not Available,Not Available,Not Available,0,Not Available,1661268.4,Not Available,Not Available,Not Available,Not Available,Not Available,274,10001046.8,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T11:04:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,245.2
40.84754,-73.916242,Not Available,Not Available,10453,Not Available,0,36215.48319,Not Available,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,0,Not Available,Not Available,4.05268,9,Not Available,Not Available,286,Not Available,Not Available,4554.8,Not Available,0,Not Available,826542.3,Not Available,Not Available,Not Available,Not Available,Not Available,98,Not Available,6,Not Available,<b>Office Paladia</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-02T20:11:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,80,218.8
40.620097,-74.09287,Not Available,Not Available,10301,Not Available,0,0,Not Available,Not Available,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,86970,Not Available,Not Available,Not Available,Not Available,Not Available,71,2137535.6,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T11:04:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,93.1
40.79122,-73.969599,Not Available,Not Available,10025,Not Available,0,0,Not Available,Not Available,1956,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,4106.6,Not Available,Not Available,Not Available,Not Available,Not Available,552.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,1589591.6,Not Available,Not Available,Not Available,Not Available,Not Available,149,10829075.4,10,Fuel Oil (No. 5 and No. 6),Not Available,Not Available,Not Available,Not Available,2014-04-30T13:51:25.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,422.9
40.847544,-73.94064,Not Available,Not Available,10033,Not Available,0,38705.85716,Not Available,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,259.8,Not Available,Not Available,4511.3,Not Available,0,Not Available,161425.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5363033.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-14T11:44:17.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,246.7
40.857872,-73.882884,Not Available,Not Available,10458,25830514.6,0,137169.8011,82,Not Available,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,983.9,43176391.9,Not Available,Not Available,Not Available,0,Not Available,4761291.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,26686240.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-25T11:08:30.000,606339.87,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,596.5
40.765298,-73.982051,Not Available,Not Available,10019,68509540.1,0,0,70,Not Available,2003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,3.59591,2447,Not Available,Not Available,4089.6,188580494.3,Not Available,Not Available,Not Available,0,Not Available,43770980,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,147536223.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-05-01T09:52:39.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,528.3
,,Not Available,Not Available,10019,Not Available,0,0,Not Available,Not Available,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1.09155,294,Not Available,Not Available,4699,Not Available,Not Available,Not Available,Not Available,0,Not Available,25575312.1,Not Available,Not Available,Not Available,Not Available,Not Available,580,116406653.2,43,Not Available,Not Available,Not Available,Not Available,No,2014-04-21T16:50:21.000,Not Available,Not Available,Not Available,28476207.2,2013-12-31T00:00:00.000,100,96.9
40.756572,-73.978101,Not Available,Not Available,10017,10559691,0,Not Available,64,Not Available,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,0.07898,253.23,Not Available,Not Available,749.1,26513181,Not Available,2970.4,Not Available,0,Not Available,6043221.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,22387819.3,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-16T16:36:37.000,0,Not Available,Not Available,2907033.1,2013-12-31T00:00:00.000,Not Available,0
40.778954,-73.985088,Not Available,Not Available,10023,Not Available,0,0,Not Available,Not Available,1924,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,82500.8614,Not Available,378.6,Not Available,Not Available,2081.1,Not Available,0,Not Available,1054556.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7392349.7,16,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-28T15:42:34.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,292.8
40.762131,-73.97036,Not Available,Not Available,10022,Not Available,0,1149.826216,Not Available,Not Available,1908,Not Available,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,0,Not Available,Not Available,2.3,22,Not Available,Not Available,844.5,Not Available,Not Available,Not Available,Not Available,0,Not Available,3004886.9,Not Available,Not Available,Not Available,Not Available,0,110,17562463.1,16,District Steam,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,6745322.2,2013-12-31T00:00:00.000,90,2.8
40.600666,-74.002355,Not Available,Not Available,11214,Not Available,0,0,Not Available,Not Available,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,543.9,Not Available,Not Available,7783.5,Not Available,0,Not Available,1750668.5,Not Available,Not Available,Not Available,Not Available,Not Available,256,13476842.5,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T11:04:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,401.5
40.74999,-73.978746,Not Available,Not Available,10016,Not Available,0,882.996244,Not Available,9,1924,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,229847.4656,Not Available,Not Available,Not Available,Not Available,1043.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,2586748.4,Not Available,Not Available,Not Available,Not Available,Not Available,170,18950947.2,15,Fuel Oil (No. 5 and No. 6),The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,832.7
40.685378,-73.975554,Not Available,Not Available,11217,32719167,0,0,98,Not Available,1915,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kings,Not Available,0,Not Available,Not Available,1.22735,414,Not Available,Not Available,876.4,76704521.4,03/31/2014,Not Available,Not Available,0,Not Available,7690042.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.; <b>National Grid # 943518</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-05-01T15:25:53.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,250.7
40.725789,-74.005773,Not Available,Not Available,10013,8314428,0,Not Available,86,Not Available,1898,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,4.13576,351.13,Not Available,Not Available,419.3,20362197.2,Not Available,Not Available,Not Available,0,Not Available,3212557.4,Not Available,60,Not Available,Not Available,Not Available,Not Available,12169535.3,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-09T16:41:48.000,240272.6,Not Available,Not Available,1783622.5,2013-12-31T00:00:00.000,Not Available,0
40.754696,-73.970013,Not Available,Not Available,10022,Not Available,0,5264.240961,Not Available,Not Available,1985,Not Available,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1158.8,Not Available,Not Available,Not Available,Not Available,0,Not Available,5015956.7,Not Available,Not Available,242612.55,Not Available,0,174,25652718.8,29,Fuel Oil (No. 2),The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,750.7
40.789943,-73.966602,Not Available,Not Available,10025,Not Available,Not Available,Not Available,Not Available,Not Available,1970,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4164550,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>electric</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T17:02:25.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,Not Available
40.755638,-73.991882,Not Available,Not Available,10018,15566685.2,0,0,91,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,USA,Not Available,0,Not Available,Not Available,1.77479,201,Not Available,Not Available,642,31810182.8,07/31/2014,1983.8,Not Available,0,Not Available,3984033.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The most recent bill for one or more meters in use in the selected timeframe is either more than 120 days old or prior to your <b>Next Eligible Date</b>.; <b>#6 fuel Oil</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-16T15:55:39.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,317.9
40.756157,-73.963761,Not Available,Not Available,10022,Not Available,0,4098.115124,Not Available,Not Available,1983,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,230299.1918,2.3,22,Not Available,Not Available,1857.9,Not Available,Not Available,Not Available,Not Available,0,Not Available,12137765.9,Not Available,Not Available,Not Available,Not Available,Not Available,185,49343627.2,31,Fuel Oil (No. 5 and No. 6),The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,870.4
40.852799,-73.853325,Not Available,Not Available,10461,Not Available,0,0,Not Available,Not Available,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,186,Not Available,Not Available,Not Available,Not Available,0,Not Available,1294826.7,Not Available,Not Available,Not Available,Not Available,Not Available,288,5663120.9,5,Fuel Oil (No. 2),Not Available,Not Available,Not Available,Not Available,2014-04-30T13:42:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,20,80.7
40.739921,-73.986569,Not Available,Not Available,10010,21690500,0,0,54,Not Available,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,USA,Not Available,0,Not Available,Not Available,2.29944,354,0,Not Available,1627,45393140,05/31/2013,Not Available,Not Available,0,Not Available,10549597.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43424035.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-29T14:32:48.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,768.7
40.771157,-73.991328,Not Available,Not Available,10019,Not Available,0,Not Available,Not Available,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,195.4,5193588.4,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.; This property has at least one month where no meters are measuring energy.,Not Available,Not Available,Not Available,2014-04-25T11:32:31.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,109.8
,,Not Available,Not Available,11691,Not Available,0,0,Not Available,Not Available,1952,Not Available,Not Available,0,Not Available,Not Available,Not Available,Queens,Not Available,0,Not Available,Not Available,1.81818,10,Not Available,Not Available,634.3,Not Available,Not Available,Not Available,Not Available,0,Not Available,1279041.4,Not Available,Not Available,Not Available,21162,Not Available,284,14481074.6,6,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T10:01:39.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,530.2
40.78986,-73.978097,Not Available,Not Available,10024,Not Available,0,0,Not Available,Not Available,1911,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,312.5,Not Available,Not Available,1760.8,Not Available,0,Not Available,837097,Not Available,Not Available,Not Available,Not Available,Not Available,75,5961512.7,9,Fuel Oil (No. 4),Not Available,Not Available,Not Available,Not Available,2014-04-30T13:51:25.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,244.4
40.745755,-73.999556,Not Available,Not Available,10011,Not Available,0,Not Available,Not Available,Not Available,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,1457763,Not Available,Not Available,Not Available,0,Not Available,809267.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.; The meter <b>494081304600029</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,Not Available,Not Available,Not Available,2014-05-01T16:39:15.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,Not Available
40.740177,-73.990589,Not Available,Not Available,10010,12299144,0,Not Available,65,Not Available,1900,Not Available,Not Available,Not Available,Not Available,Not Available,55,Not Available,Not Available,0,Not Available,Not Available,1.28278,179,66283.9309,Not Available,818.4,31670295.8,Not Available,Not Available,Not Available,0,Not Available,7546042,Not Available,Not Available,Not Available,Not Available,0,Not Available,26456380.9,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T13:17:18.000,593404.74,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,204.4
40.74802,-73.977685,Not Available,Not Available,10016,Not Available,0,1641.50035,Not Available,Not Available,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.25806,7,0,Not Available,83.9,Not Available,Not Available,Not Available,Not Available,0,Not Available,955344,Not Available,Not Available,Not Available,Not Available,Not Available,78,3202342.3,13,Fuel Oil (No. 4),The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,6.2
40.77995,-73.96156,Not Available,Not Available,10028,Not Available,0,6462.27604,Not Available,Not Available,1955,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.28723,18,Not Available,Not Available,2211.1,Not Available,Not Available,Not Available,Not Available,0,Not Available,6781207,Not Available,Not Available,Not Available,19800,Not Available,339,43715699.4,13,District Steam,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,18438601.9,2013-12-31T00:00:00.000,90,26.8
40.7493,-73.988675,Not Available,Not Available,10001,89243494.2,0,Not Available,79,Not Available,1910,Not Available,Not Available,Not Available,Not Available,Not Available,85,New York,Not Available,0,Not Available,Not Available,2.75945,2160,Not Available,Not Available,4952.6,278152341.9,03/31/2012,15877.4,Not Available,0,Not Available,60073300.6,Not Available,85,Not Available,Not Available,0,Not Available,188573563.6,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-30T15:49:02.000,2911615.4,Not Available,Not Available,733961.8,2013-12-31T00:00:00.000,Not Available,0
40.764543,-73.968124,Not Available,Not Available,10065,Not Available,0,0,Not Available,Not Available,1912,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Manhattan,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,534.4,Not Available,Not Available,Not Available,Not Available,0,Not Available,2949848.1,Not Available,Not Available,0,Not Available,Not Available,75,15062365.7,11,Fuel Oil (No. 5 and No. 6),Not Available,Not Available,Not Available,Not Available,2014-04-30T13:51:25.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,294.4
40.675154,-73.949208,Not Available,Not Available,11216,Not Available,0,2651.709698,Not Available,Not Available,1900,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,111.6,Not Available,Not Available,Not Available,Not Available,0,Not Available,1133497.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3940599,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-25T12:01:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,19.4
40.696987,-73.967583,Not Available,Not Available,11205,5532800,730470,0,81,Not Available,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kings,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-29.9,14882400,Not Available,Not Available,Not Available,100,Not Available,2492363.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8524215.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T19:03:52.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,36.5
40.754732,-73.989782,Not Available,Not Available,10018,18056127.1,0,442.863998,90,Not Available,1926,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,Not Available,0,Not Available,34664.9194,1.91362,150,Not Available,Not Available,773.4,41392633.1,Not Available,2044.3,Not Available,0,Not Available,5891747.7,Not Available,Not Available,Not Available,Not Available,1,Not Available,Not Available,Not Available,Not Available,<b>Electric - 441023106608069 - Revlon</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-24T10:06:34.000,427470,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,294
40.742019,-73.998347,Not Available,Not Available,10011,Not Available,0,1935.893343,Not Available,Not Available,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,239.3,Not Available,Not Available,1788.3,Not Available,0,Not Available,562014.5,Not Available,Not Available,61315.9359,Not Available,Not Available,60,4387825.2,6,Fuel Oil (No. 2),The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,193.6
40.580505,-74.163098,Not Available,Not Available,10314,14174720,0,17263.69252,68,Not Available,1994,Not Available,Not Available,Not Available,Not Available,Not Available,77.41,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,850.7,40391680,02/28/2014,Not Available,Not Available,0,Not Available,9456997.1,Not Available,Not Available,Not Available,Not Available,0,Not Available,31306436.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-05-02T10:52:50.000,724215.64,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,81.3
40.762074,-73.986275,Not Available,Not Available,10019,169714398,0,0,75,Not Available,1989,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1.92773,3734,Not Available,Not Available,10256.8,465710907.2,07/31/2014,Not Available,Not Available,0,Not Available,98979555.7,Not Available,55,Not Available,Not Available,Not Available,Not Available,340846082.2,Not Available,Not Available,The most recent bill for one or more meters in use in the selected timeframe is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-04-21T13:45:25.000,1293166.08,Not Available,Not Available,24292664.9,2013-12-31T00:00:00.000,Not Available,52.9
40.781665,-73.833647,Not Available,Not Available,11356,18718486.2,0,37271.95933,80,Not Available,1998,Not Available,Not Available,198170,Not Available,Not Available,104,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,889.5,47929397.4,Not Available,Not Available,Not Available,0,Not Available,8744364.2,Not Available,Not Available,Not Available,0,39,Not Available,30976339.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-06-11T17:04:46.000,661275.02,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,178
40.758977,-73.981089,Not Available,Not Available,10111,96441180,0,Not Available,60,Not Available,1939,Not Available,Not Available,Not Available,Not Available,Not Available,70,Not Available,Not Available,0,Not Available,Not Available,3.14332,2256,Not Available,Not Available,6237.6,194708897.5,Not Available,Not Available,Not Available,0,Not Available,39528869.4,Not Available,Not Available,Not Available,Not Available,3,Not Available,173875513.5,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-05-01T15:15:03.000,0,Not Available,Not Available,15780426.1,2013-12-31T00:00:00.000,Not Available,0
40.783904,-73.976048,Not Available,Not Available,10024,Not Available,0,0,Not Available,Not Available,1905,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,0,1.7094,5,Not Available,Not Available,507.8,Not Available,Not Available,3717.9,Not Available,0,Not Available,1054489.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>Electric-1</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-07T08:51:27.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,422
,,Not Available,Not Available,10001,24372681,0,485.53179,88,Not Available,1920,Not Available,Not Available,Not Available,Not Available,Not Available,48,Not Available,Not Available,0,Not Available,180980.4628,2.07178,409,Not Available,Not Available,1093.5,43424303.4,06/30/2012,2748.8,Not Available,0,Not Available,5108342.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,25083762.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T16:21:00.000,599964.35,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,677.9
40.761487,-73.999917,Not Available,Not Available,10036,Not Available,0,0,Not Available,Not Available,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,34445.1,Not Available,Not Available,Not Available,Not Available,Not Available,4385.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,21859563.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,119495234.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-25T11:46:20.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,2606.7
40.769995,-73.982137,Not Available,Not Available,10023,20844135,0,Not Available,54,Not Available,1966,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,United States,Not Available,0,Not Available,Not Available,3.03911,468,Not Available,Not Available,1697.4,40908240,Not Available,3340.1,Not Available,0,Not Available,7770966.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38626445.1,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-04T10:08:33.000,235538.67,Not Available,Not Available,12030214.2,2013-12-31T00:00:00.000,Not Available,0
40.706803,-73.818234,Not Available,Not Available,11435,Not Available,0,0,Not Available,Not Available,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1004.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,3869022.9,Not Available,Not Available,Not Available,Not Available,Not Available,451,25630741.4,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T11:04:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,689.4
