property_id,property_name,percent_of_electricity_that,national_median_reference,financial_office_weekly,national_median_energy_star,office_gross_floor_area_ft,medical_office_percent_that_1,multifamily_housing_number_2,propane_use_kbtu,weather_normalized_site_2,weather_normalized_source,parking_open_parking_lot,data_center_it_source_energy,fuel_oil_1_use_kbtu,estimated_data_flag_fuel_3,electricity_use_grid_purchase_3,hospital_general_medical,annual_maximum_demand_meter,national_median_total_ghg,restaurant_worker_density,outdoor_water_use_all_water,national_median_site_eui,alert_energy_meter_has_less,number_of_active_energy_meters_1,food_service_gross_floor,district_hot_water_use_kbtu,fitness_center_health_club,multifamily_housing_number_7,medical_office_gross_floor,metered_areas_energy,weather_normalized_site_energy,office_worker_density_number,multifamily_housing_percent,source_eui_kbtu_ft,alert_property_has_no_uses,residence_hall_dormitory,parking_gross_floor_area,retail_store_number_of_walk,nyc_building_identification,direct_ghg_emissions_intensity,multifamily_housing_gross,third_party_certification,non_refrigerated_warehouse,alert_energy_no_meters,green_power_onsite_kwh,financial_office_number_of,hospital_general_medical_8,mailing_center_post_office,data_center_it_equipment,restaurant_weekly_operating,performing_arts_gross_floor,alert_energy_meter_has_single,weather_normalized_source_1,medical_office_number_of,parking_partially_enclosed,metered_areas_water,electricity_use_generated,multifamily_housing_resident,city,electricity_use_generated_3,net_emissions_metric_tons,green_power_offsite_kwh,property_gfa_calculated_2,laboratory_gross_floor_area,energy_star_certification_1,parent_property_name,property_gfa_calculated_1,senior_living_community_living,hospital_general_medical_3,total_ghg_emissions_intensity,largest_property_use_type,alert_data_center_issue_with,alert_water_meter_has_less,district_chilled_water_use,hospital_general_medical_5,hospital_general_medical_1,_3rd_largest_property_use,courthouse_gross_floor_area,last_modified_date_property
2705509,URA Group - 366 Fifth Avenue,0,CBECS - Office & Bank/Financial,Not Available,50,141478,Not Available,Not Available,Not Available,20,47.6,Not Available,Not Available,Not Available,Not Available,2624568.1,Not Available,Not Available,878.1,Not Available,Not Available,67.3,Ok,3,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,2626571,2.29718,Not Available,47.6,Ok,Not Available,Not Available,0,1015878,0,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7350893.6,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,222.0,0,Not Available,Not Available,No,Not Applicable: Standalone Property,154340.0,Not Available,Not Available,1.4,Office,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/17/2022 02:05 PM EDT
4952798,AKAM - 151 West 21st Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,15770,95.9,Not Available,Not Available,Not Available,Not Available,1339674,Not Available,Not Available,240,Not Available,Not Available,62.5,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,2916673.7,Not Available,100,93.9,Ok,Not Available,Not Available,Not Available,1089626,1.4,56378,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,5406936.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,191.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,56378.0,Not Available,Not Available,3.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/07/2022 07:40 PM EST
6667534,AKAM - 210 East 73rd Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,1370.8,57.9,Not Available,Not Available,Not Available,Not Available,1169449.7,Not Available,Not Available,388.2,Not Available,Not Available,65.4,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,2272524.9,Not Available,100,57.9,Ok,Not Available,Not Available,Not Available,1043977,1,75884,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,4394048.4,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,177.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,75884.0,Not Available,Not Available,2.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/13/2022 04:25 PM EDT
15568429,AKAM WVH - 634 Washington Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,107.4,Not Available,Not Available,Not Available,Not Available,1717437,Not Available,Not Available,170.5,Not Available,Not Available,42.4,Ok,3,Not Available,Not Available,Not Available,0.6734,Not Available,Whole Property,1823240.5,Not Available,100,101.2,Ok,Not Available,Not Available,Not Available,1078106;1078108;1078107;1078109,0,47520,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,5105073.4,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,145.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,47520.0,Not Available,Not Available,3.1,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/09/2022 04:54 PM EDT
4037640,Stellar - 4191 broadway,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,75677.4,Not Available,Not Available,Not Available,Not Available,Not Available,2519134.5,Not Available,Not Available,356.3,Not Available,Not Available,68.8,Ok,17,Not Available,Not Available,Not Available,0.52941,Not Available,Whole Property,Not Available,Not Available,0,176.5,Ok,Not Available,Not Available,Not Available,1064271,4.7,85000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,614.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,85000.0,Not Available,Not Available,7.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/09/2022 08:29 PM EDT
4952692,AKAM - 78-10 34th Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,49613.1,93.9,Not Available,Not Available,Not Available,Not Available,704989.1,Not Available,Not Available,345.3,Not Available,Not Available,79.3,Ok,5,Not Available,Not Available,Not Available,0.79121,Not Available,Whole Property,5643344.6,Not Available,100,87.6,Ok,Not Available,Not Available,Not Available,4029132,3.1,75833,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7119072.5,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Queens,Not Available,295.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,75833.0,Not Available,Not Available,3.9,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 04:31 PM EDT
2672525,DEPM 2590 - 21 Astor Pl,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,52,Not Available,43289.8,163.5,Not Available,Not Available,Not Available,Not Available,4316674.7,Not Available,Not Available,387,Not Available,Not Available,55.6,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,8545927.7,Not Available,0,161.9,Ok,Not Available,Not Available,0,1008807,2.1,95000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,16352883.4,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,572.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,100000.0,Not Available,Not Available,5.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 03:25 PM EDT
2672675,DEPM 2020 - 83-85 Woodhaven Blvd,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,211873,144.9,0,Not Available,Not Available,Not Available,4267719.4,Not Available,Not Available,1496.2,Not Available,Not Available,106.9,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,25835922.4,Not Available,0,140.6,Ok,Not Available,33156,Not Available,4435192;4435191;4435193,4.6,237530,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,34427726.1,Not Available,0,Whole Property,Not Available,No specific resident population,Queens,Not Available,1457.0,0,33156,Not Available,No,Not Applicable: Standalone Property,237530.0,Not Available,Not Available,6.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 02:43 PM EDT
10894227,Progressive - 2040-2060 White Plains Road,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,83124.6,129.3,Not Available,Not Available,Not Available,Not Available,3305364.4,Not Available,Not Available,607.9,Not Available,Not Available,70.8,Ok,5,Not Available,Not Available,Not Available,0.7292,Not Available,Whole Property,11529010.8,Not Available,100,126.2,Ok,Not Available,Not Available,Not Available,2114768,3,137137,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,17734433.3,Not Available,Not Available,Whole Property,Not Available,Not Available,Bronx,Not Available,686.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,137137.0,Not Available,Not Available,5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/24/2022 03:47 PM EDT
3116207,Regent Equities LLC,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,6,Not Available,11045.7,114.3,0,Not Available,Not Available,Not Available,2800915.2,Not Available,Not Available,1301.1,Not Available,Not Available,89.9,Ok,7,Not Available,Not Available,Not Available,1.02036,Not Available,Whole Property,16913385.9,Not Available,100,111.6,Ok,Not Available,17500,Not Available,4039447,5.1,191110,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,21936871.1,Not Available,0,Whole Property,Not Available,No specific resident population,Elmhurst,Not Available,1222.2,0,17500,Not Available,No,Not Applicable: Standalone Property,191910.0,Not Available,Not Available,6.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Other,Not Available,07/27/2022 04:42 PM EDT
2673429,DEPM 1338 - 1060 Park Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,2500,Not Available,49,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,1790169.3,Not Available,Not Available,707.7,Not Available,Not Available,77.4,Ok,8,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,3.2,0,93,Ok,Not Available,Not Available,Not Available,1046918,3.7,118333,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,601.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,120833.0,Not Available,Not Available,5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 01:30 PM EDT
21309619,Progressive - Campus - 1294 Grant & 1295 Morris,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,46618.3,122.5,Not Available,Not Available,Not Available,Not Available,1349461.4,Not Available,Not Available,395.1,Not Available,Not Available,93.4,Ok,9,Not Available,Not Available,Not Available,1.10451,Not Available,Whole Property,5964542.4,Not Available,100,118.5,Ok,Not Available,Not Available,Not Available,2007791;2007805,3.3,69714,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,8542513.7,Not Available,Not Available,Whole Property,Not Available,Not Available,Bronx,Not Available,340.9,0,Not Available,Not Available,No,Progressive - Campus - 1294 Grant & 1295 Morris,69714.0,Not Available,Not Available,4.9,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/24/2022 10:45 AM EDT
2665497,Stellar - 236 East 13th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,42570.7,122.3,Not Available,Not Available,Not Available,No,878586.9,Not Available,Not Available,388.1,Not Available,Not Available,117.3,Ok,23,Not Available,Not Available,Not Available,1.51561,Not Available,Whole Property,5109638.1,Not Available,0,115.7,Ok,Not Available,Not Available,Not Available,1083490;1077725;1077726,3.6,56083,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6857116.6,Not Available,Not Available,Not Available,Not Available,No specific resident population,New York,Not Available,278.0,0,Not Available,Not Available,No,Not Applicable: Standalone Property,56083.0,Not Available,Not Available,5,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:41 PM EDT
2665482,Stellar - 701 West 177th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,95857.6,248.5,Not Available,Not Available,Not Available,No,3116322.9,Not Available,Not Available,495.2,Not Available,Not Available,108,Ok,18,Not Available,Not Available,Not Available,0.52,Not Available,Whole Property,12646394,Not Available,0,244,Ok,Not Available,Not Available,Not Available,1064272,6.5,75000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,18634817.5,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,747.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,75000.0,Not Available,Not Available,10,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:41 PM EDT
2799344,"Cleo Realty Company, LLC",0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1314746.6,Not Available,Not Available,652.4,Not Available,Not Available,80.9,Ok,14,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,80,85.6,Ok,Not Available,Not Available,Not Available,1033139,3.7,102693,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,504.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,105552.0,Not Available,Not Available,4.8,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 08:06 PM EDT
2673410,DEPM 1064 - 812 Fifth Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,38,Not Available,728.4,118.6,Not Available,Not Available,Not Available,Not Available,1988402.7,Not Available,Not Available,419.6,Not Available,Not Available,62.9,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,6632470.6,Not Available,0,125,Ok,Not Available,Not Available,Not Available,1040884,0,93486,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,11084576.2,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,505.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,93486.0,Not Available,Not Available,5.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 02:59 PM EDT
5974450,DEPM 7596 - 325 East 79th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,54293.4,74.2,Not Available,Not Available,Not Available,Not Available,1439736.4,Not Available,Not Available,608.6,Not Available,Not Available,78.2,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,6822043.8,Not Available,80,71.7,Ok,Not Available,Not Available,Not Available,1049250,2,129350,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,9600386.5,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,386.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,129350.0,Not Available,Not Available,3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 09:31 PM EDT
