account_number,vendor_formal_name,id6_digit_naics_code,name_of_client_job_exp_1,description_of_work_job_exp_2,signatory_to_union_contracts,date_of_establishment,description_of_work_job_exp_1,description_of_work_job_exp_3,largest_value_of_contract,zip,certification,naics_subsector,naics_title,name_of_client_job_exp_2,bbl,aggregate_bonding_limit,census_tract_2020_,business_description,percent_self_performed_job_exp_3
103219,5J's Electrical Contractors Corp.,238210,SCA Mentor Program/TDX,Provided patented design lighting for scaffolding in various NYC locations.,,2014-10-24T00:00:00.000,Installed cameras.,Did electrical work in connection to the renovation of the College of Staten Island make space lab.,543000.0,11105,MBE,Building Equipment Contractors,Electrical Contractors and Other Wiring Installation Contractors,Urban Umbrella,4008050001.0,,119.0,"5J's Electrical Contractors provides electrical services to equipment, branch wiring, receptacles, CCTV, low voltage and fire alarms.",100.0
2514,Altus Metal & Marble Services Inc,238990,Coordinate Metals,"Metal, Marble & Wood restoration as directed by Officer of Property Management","Metal Polishers Local Union Local 8a, Metal Polishers Local Union 8a - 28A",,Oxidize & Lacquer Bronze Panels,,400000.0,11790,WBE,Other Specialty Trade Contractors,All Other Specialty Trade Contractors,Federal Reserve Bank of New York,,400000.0,,"Specialty metal finishes, construction punch list repairs for metal, stone and wood. Ornamental/ decorative metal, stone and wood restoration, repair and maintenance. Scratch removal & repair from metal, natural stone & wood surfaces.",
10404,"All City Engineering, P.C.",541330,BMAD Tremont LLC,,,2011-12-11T00:00:00.000,"Prepared schematic design documents. Prepared drawings and plans. Prepared detailed plans, drawings,",,78000.0,11201,MBE,"Architectural, Engineering, and Related Services",Engineering Services,,,,,"All City Engineering P.C. is an engineering consulting firm which designs mechanical, HVAC, plumbing, fire protection, sprinkler, standpipe, electrical power, lighting and fire alarm systems.",
378733,American Power LLC,423610,Ameresco,Supplied lighting fixtures.,IBEW Local 3,2018-10-15T00:00:00.000,Supplied lighting for a street lighting upgrade.,,4328000.0,10962,MBE,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",Gilbane Building Co,,,,American Power is a wholesale electrical supply company.,
365314,All-Set Management Inc.,541990,RJR Maintenance Group Inc,,,2021-10-29T00:00:00.000,Business management services provided to enterprise,,120000.0,11771,WBE,"Other Professional, Scientific, and Technical Services","All Other Professional, Scientific, and Technical Services",,,,,Full service management firm focusing on facility maintenance,
100917,AMZ Technologies Inc,541519,All Covered,,,2017-03-01T00:00:00.000,Updated and maintained iPads.,,50000.0,11354,WBE,Computer Systems Design and Related Services,Other Computer Related Services,,4049730014.0,,871.0,AMZ Technologies sells and services computers.,
369603,A. Joy Health LLC,621511,ShutterStock,,,2019-04-02T00:00:00.000,Providing Covid tests for photo shoot. Also provided covid compliance,,3780.0,33510,MBE,Medical and Diagnostic Laboratories,Medical Laboratories,,,,,"A. Joy Health is a CLIA-certified diagnostic and screening laboratory specializing in a comprehensive suite of testing services located in NYC. Our offerings range from RAPID Point of Care tests, such as COVID-19, Flu, RSV, Strep, and Mononucleosis, to DOT & Non-DOT Drug Testing, diverse drug testing methods (including Instant Urine, Hair, Nail, and Oral), and STD evaluations. Additionally, we provide Phlebotomy services, EKG, IV Hydration, Vitamin Injections, and Weight Loss solutions. Our expertise also extends to Production & Event Testing, ensuring the safety of your workforce. We accommodate both in-office testing and mobile or concierge services. Trust A. Joy Health for all your diagnostic and health screening needs.",
10321,"Agarabi Engineering, PLLC",541330,HAKS,We are part of a team with an architectural firm that is offering energy master plan services. Our r,,2014-05-20T00:00:00.000,ASHRAE level II energy audit and retrocommissioning HVAC equipment,"LEED Commissioning (Fundamentals and Enhanced) of a 4,000 square foot visitor center.",83275.0,10018,WBE,"Architectural, Engineering, and Related Services",Engineering Services,1240 Bedford,1008407501.0,,84.0,"Agarabi Engineering offers engineering consulting services to building owners, managers, non-profits and other engineering firms. Services include building energy use benchmarking, Local Law 87 compliance, comprehensive energy assessments, retro-commissioning of buildings and helping establish operations & maintenance protocols & plans in buildings.",100.0
378856,AB Energy Partners LLC,541618,Park Madison Property Management,Local Law 84 and 97 Compliance Services for the property at 390 Park.,,2023-09-23T00:00:00.000,NYC Local Law 87 Compliance Services at 787 11th Avenue,Local Law 84 and Local Law 97 Compliance Services for 809 Broadway,24700.0,11021,"MBE,WBE","Management, Scientific, and Technical Consulting Services",Other Management Consulting Services,Waterman Properties,,,,"Energy Efficiency Rebates & Incentives Local Law 84 Compliance (Consulting Services)
Local Law 87 Compliance

Local Law 88 Compliance

Local Law 97 Compliance and Analysis

Energy Star Certification",100.0
10194,Absolute Contracting Inc.,238390,Tom Chemelli,"framing, drywall, ceilings & trim",,2012-05-17T00:00:00.000,Carpentry,"Framing, Drywall, Taping & Acoustical Ceiling",300000.0,10705,MBE,Building Finishing Contractors,Other Building Finishing Contractors,Bob Piazza,,,,General Construction,10.0
10356,Ajoy Management Enterprise,541219,Hofstra University,"Small business technical assistance services, workshop facilitation and curriculum development.",,2009-01-01T00:00:00.000,"Subcontractor for the temporary NYS Certification application processing support project, reviewing",Administering FastTrac Instruction and Facilitation; Business Coaching; Alumni Programming and Servi,193375.0,10027,"MBE,WBE,EBE","Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Other Accounting Services,Business Outreach Center Network,1017260057.0,,208.0,"AJOY Management Enterprise is a professional service company providing bookkeeping, accounting, tax preparation, payroll, notary and advisory to small businesses. As a certified (M/WBE / SBE / EBE / DBE / VET) firm, AJOY builds relationships with nonprofits and government agencies to provide technical assistance for small businesses seeking to sustain healthy cash flow and build capacity through one-to-one consultation, workshops, and business curriculum development.",100.0
101702,"Albany Information Technology Group, LLC",541511,"Systems & Methods, Inc",Provided staff for a project.,,2002-04-11T00:00:00.000,Provided staff for a project.,Provided staff for a project.,52500.0,12207,MBE,Computer Systems Design and Related Services,Custom Computer Programming Services,KPMG LLP,,,,"Albany ITG is a software engineering and staffing firm. The company creates custom software and mobile-first applications that drastically improve efficiency and accessibility. Albany ITG uses a collaborative, engineered-to-order approach which gives its clients software and application development solutions tailored to their exact needs and specifications.",100.0
102062,"Accesslinx, Inc.",541930,Express Scripts,Technical review of 3 sample potential braille suppliers' submissions for on-going braille transcrip,,2018-08-27T00:00:00.000,Braille/large print production,"video coverage, review and editing for promotional, marketing, instructional and informational purpo",850000.0,11787,WBE,"Other Professional, Scientific, and Technical Services",Translation and Interpretation Services,NYS  Office ofTemp & Dis Assistance,,,,"Braille and alternate format (e.g. large print) production; video production, conference/training management.",100.0
12271,"Andrea Steele Architecture, P.C.",541310,New York City Department of Design and Construction,"The Project is an interior renovation of the master suite, including the master bedroom and full bat",,2003-05-28T00:00:00.000,Prime Consultant responsible for full team of design consultants providing a new administration buil,"Full Architectural Design services incluing programming, architectural design, interior design, FFE,",10394257.0,10001,WBE,"Architectural, Engineering, and Related Services",Architectural Services,Sharon Chang,1007790023.0,,95.0,"Andrea Steele Architecture is an award-winning, NYC based design firm providing a wide range of services including: urban planning, architectural design, interior design, feasibility studies, programming, furniture design, graphic design and sustainable design integration. Our firm works with mission-driven public and private clients to design innovative, socially conscious projects that optimize resources and catalyze the surrounding community. Our process is rooted in rigorous analysis, close listening, community engagement and deep research. Our recently completed projects include a new innovation hub for NASA, a Cultural Arts center for Brooklyn Academy of Music, Brooklyn Public Library, Museum of Contemporary African Diasporan Arts and 651 ARTS and a new community center for Make the Road New York.",70.0
