property_id,address_1,non_refrigerated_warehouse,census_tract,city,other_number_of_computers,hospital_general_medical_6,multifamily_housing_gross,self_storage_facility_gross,percent_better_than_national_1,address_2,college_university_gross,electricity_use_generated_2,senior_care_community_gross,repair_services_vehicle_shoe,data_center_it_site_energy,hotel_room_density_number,water_alerts,egrid_output_emissions_rate,multifamily_housing_government,percent_of_recs_retained,hospital_general_medical_9,multifamily_housing_number_5,lifestyle_center_gross_floor,data_center_ups_system,hotel_gym_fitness_center,energy_cost,energy_cost_intensity_ft,financial_office_gross_floor,weather_normalized_site_eui,estimated_data_flag_fuel_1,estimated_data_flag_fuel,medical_office_percent_that_1,distribution_center_gross,custom_property_id_1_name,hospital_general_medical_7,bowling_alley_gross_floor,multifamily_housing_number_2,municipally_supplied_potable_2,national_median_total_ghg,hotel_worker_density_number,office_number_of_workers,hospital_general_medical,multifamily_housing_percent_1,custom_property_id_1_id,stadium_open_gross_floor,convention_center_gross_floor,retail_store_walk_in,laboratory_number_of_computers,energy_power_station_gross,hotel_percent_that_can_be,library_gross_floor_area,hospital_general_medical_10,number_of_buildings
1600063,590 Madison Avenue,Not Available,11202.0,New York,Not Available,Not Available,Not Available,Not Available,-7.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>90001-28262-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5531358.65,4.6235091,Not Available,89.7,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,17318.6,Not Available,2000,Not Available,Not Available,Building Identification Number (BIN): 1035778,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0
2630962,2612 W 2 ST PLPM,Not Available,37402.0,Brooklyn,Not Available,Not Available,194870,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>80004-52321-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,76.8,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3196056,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2595887,25 Indian Road,Not Available,307.0,New York,Not Available,Not Available,62796,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1065081,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2612586,3315 NOSTRAND AVE PLPM,Not Available,566.0,Brooklyn,Not Available,Not Available,89004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Allocated Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,89.5,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3197677,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2630935,715 St. Marks Avenue,Not Available,315.0,Brooklyn,Not Available,Not Available,95671,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3030716,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2587400,571 Riverside Drive,Not Available,22302.0,New York,Not Available,Not Available,Not Available,84596,58.6,2351 12th ave,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,107276.86,1.2681079,Not Available,40.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,345.1099947,138.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2214240,55 Broadway,Not Available,13.0,New York,Not Available,Not Available,Not Available,Not Available,-31.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,78.5,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,3410.6,Not Available,1000,Not Available,Not Available,1000807,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2394981,9216 7th Avenue,Not Available,152.0,Brooklyn,Not Available,Not Available,Not Available,Not Available,-4.2,Poly Prep Country Day School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,373599.53,2.7924945,Not Available,Not Available,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,962.6,Not Available,Not Available,Not Available,Not Available,3336349,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2557964,31-21 Surf Avenue,Not Available,342.0,Brooklyn,Not Available,Not Available,66755,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,100% Yes,Not Available,Not Available,8,Not Available,Not Available,Not Available,89405.37,1.339306,Not Available,75,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,100,3828548,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2544516,420 East 64th Street,Not Available,10602.0,New York,Not Available,Not Available,456000,Not Available,Not Available,425 East 63rd Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Royal York - Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,20,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1085199,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2617683,210 west 27th STREET,Not Available,95.0,NEW YORK,Not Available,Not Available,Not Available,Not Available,-2.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,187647,1.442373,Not Available,90.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1039.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2595892,202-214 West 85th St.,Not Available,171.0,New York,Not Available,Not Available,77620,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1033114;1033115;1033116;1033117;1033118;1033119;1033120,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2637427,155 W 60th St,Not Available,145.0,New York,Not Available,Not Available,Not Available,Not Available,-25.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,581822.95,2.0595066,Not Available,80.1,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,1917.1,Not Available,Not Available,Not Available,Not Available,1028830,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1409171,1 Court Square,Not Available,19.0,NEW YORK,Not Available,Not Available,Not Available,Not Available,-16.3,Long Island City,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,10561,73.3,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,10285.3,Not Available,4351,Not Available,Not Available,4307108,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2135,Not Available,1
