mandt,vbeln,kostl,mahza,msr_id,_dataaging,taxk5,kvgr4,amtbl,trvog,hb_resdate,fmbdat,fsh_vrsn_status,upd_tmstmp,auart,hb_expdate,scheme_grp,smenr,taxk6,fsh_transaction,kvgr5,gskst,vkgrp,pay_method,ktext,ps_psp_pnr,faksk,bnddt,cmwae,kokrs,kunnr,betc,fsh_rereg,tas,cancel_allow,fkara,taxk7,gwldt,psm_budat,objnr,autlf,stwae,abhov,logsysb,fsh_kvgr6,bname,taxk8,xblnr,mtlaur,augru,stafo,swenr,_xlso_trans_ctxt,abruf_part,cmngv,knkli,spart,proli,enqueue_grp,vzeit,kalcd,bukrs_vf,fsh_kvgr7,vprgr,crm_guid,hityp_pr,taxk9,vgbel,erzet,ihrez,submi,vdatu,_xlso_variant_id,abdis,fsh_kvgr8,ernam,hb_cont_reason,netwr,vbkla,vgtyp,sbgrp,stceg_l,fsh_kvgr10,knuma,fsh_ss,fsh_cq_check,xegdr,bstnk,multi,sppaym,lifsk,fsh_kvgr9,aedat,wtysc_clm_hdr,dat_fzau,awahr,kurst,gueen,_xlso_so_vald_to,cmnup,abhod,vkorg,audat,zuonr,angdt,vsbed,_xlso_payment_op,rep_freq,handle,_xlso_so_vald_fm,bstzd,taxk1,mahdt,bstdk,vbeln_grp,handoverloc,qmnum,kalsm_ch,cont_dg,cmfre,vtweg,telf1,aufnr,phase,taxk2,kvgr1,grupp,fsh_os_stg_change,abhob,landtx,kalsm,erdat,bpn,stage,kkber,taxk3,abrvw,vbtyp,kvgr2,knumv,guebg,fsh_vas_cg,waerk,vkbur,ctlpc,vsnmr_v,rplnr,vbklt,mod_allow,taxk4,_xlso_catalog_id,kvgr3,fsh_candate,agrzr,mill_appl_id,bsark,tm_ctrl_key,gsber,_fivetran_deleted,_fivetran_synced,_fivetran_sap_archived
188,VB0054,COSt07,maH013,mSR0057,-6,TAXk6_011,KvGR40_10,AmT029,TRV06,2025-01-06,2025-01-02,ACtIvE8,2025-06-01 12:00:07,or011,2025-12-19,gRp14,SM02221,taXK6_027,TXN4088,KVGr59_2,gSk23,vKG02,PM08,sales Order 6,PSP001471,fK043,2025-02-08,uSd,KOkR02,CUST461,8,Reg023,tAs02,0,FkR92,TAxk7_017,2025-01-14,2025-02-09,oBj0012,-5,Eur9,abH025,SYS422,KVgR6_12,USEr034,TAXK8_684,xbL0029,MTl301,AGR381,STa325,SW408,CTx071,pArT025,1607.0,KNK3528,Sp06,pRl01,ENQ1022,10,kALc23,BKVF018,KVgR7_30,VPr92,CRM_gUId_01,HItYp20,taXK9_017,Vgb0011,2025-10-27T14:34:41.651348,IHREz4,SuBM005,2025-01-20,Var010,-8,KVGR80_12,ERnAM052,DeLAyED,6962.0,VBKLA2312,VtyP1,SBgRP0,StCL401,KVgr10_29,KnUMa2,sS007,cQCHK009,XEGdR49,bST0013,10,-4,LIfSK062,KVGR93_29,2025-01-11,WcLHdR1,2025-02-04,AW537,KURS2521,2025-12-14,2025-12-14,-9,ABhOd01,VKo822,2025-01-21,ZUONR05,2025-01-15,vS916,PMoP527,MoNtHLY0,hAND002,2025-01-18,BsTzD010,TAxK11_02,2025-02-15,2025-02-18,GrP23,HlOc010,QM905,kAlSM11,N7,Y6,VtW073,1225852415,ORD1009,PHASE28,TaXK9_011,KVGr1_0,Grp1,3,ABHOB81,DE0,KAL68,2025-01-31,BpN210,STG10,KkBER02,TAXK3_93,aBRVw11,C0,KVGR4_86,KNUm321,2025-01-07,CoDEGRP88,Usd0,vKBuR2,CtlP1,VSN34,RpL826,VBkLT49,-6,TAxK5_016,cAT118,kvGR3_25,2025-07-10,AGrZR049,mILl018,bSARk011,CTRL357,GsB821,t3,2025-06-01 12:01:42,6
185,VB0064,COST027,Mah016,mSr002,-8,TAXK5_029,kVgR4_21,AMT355,trV21,2025-01-18,2025-01-15,iNAcTIVE,2025-06-01 12:01:28,OR022,2025-12-30,GrP14,Sm058,TAXK6_726,Txn002,KvGR9_16,GSK1563,vkG012,pM52,SaleS OrDer 1,PSp0098,FK03,2025-01-26,Eur7,koKR027,cUST0223,7,REG038,TAS026,3,FKR035,TaXK7_069,2025-02-09,2025-01-28,oBj0021,-4,eUr5,aBH031,SYs008,KvGr6_14,uSER075,TAXK83_926,xbL001,mTL5021,Agr015,StA07,SW76,cTX006,PaRT084,1950.0,kNK0077,sp025,PRl074,ENQ1013,3,kALc18,bKvF029,KvGR71_15,vPR03,CRM1_gUID_02,HITYp93,TAxK9_041,Vgb0020,2025-10-27T14:59:36.927267,iHREz12,SUbm0015,2025-01-28,vAR086,-4,KVGR871_26,eRNaM02,DELAYED0,9501.0,VBkLA73,VTyP0,SBgRp14,STCl7013,KVGR87_17,KNuMa23,sS917,cQCHk026,XEGDR25,bsT0017,0,-7,LIFsk02,KVgr9_23,2025-01-29,WcLHDR0,2025-01-06,aw02,KUrS63,2025-12-27,2025-12-14,-2,ABhoD028,VKo925,2025-01-18,zUONR1,2025-01-04,VS027,PMoP03,MONtHlY,hAnD018,2025-01-19,BStZD223,TAXK125_017,2025-02-09,2025-01-23,gRP326,hLoC017,QM070,KALSm67,Y2,N5,Vtw02,1178694293,ORD600,pHaSE2,tAXK2_829,KVgR1_9,grP19,-3,ABHOB1766,DE727,kAL826,2025-01-22,BPn021,STg45,KKbeR19,TAXK34_717,ABRVW11,C428,KVGr4_24,KNUM017,2025-01-14,cODEgRP17,euR4,vKBUr2,CtLP77,VSN016,rPl025,vBkLT1,-2,TaxK4_011,CaT01,kVgR3_13,2025-07-30,AgRzR014,MILL265,BSARk41,CTRL013,GsB723,t0,2025-06-01 12:02:00,5
139,VB0036,coST024,mAh022,Msr0012,8,TAXK5_02987,KvGR4_64,AmT049,TRv95,2025-01-21,2025-01-28,INActIVE5,2025-06-01 12:01:16,Or522,2025-12-20,GrP6,Sm023,TAXK6_02992,TXn0003,KVGR56_3,GSK25,Vkg01,pM064,Sales OrDer 81,PSP0960,FK030,2025-01-20,Eur3,KOkR429,cUST0224,10,REG016,TAS366,4,fkR018,TAXK7_015,2025-02-06,2025-01-31,OBJ292,-3,eUr,aBH080,SYS02150,KvgR6_13,USEr034,TAXK7_025,Xbl0023,mTL0080,AGR090,Sta011,SW38,Ctx0017,PaRT813,1468.0,KnK0053,Sp22,pRL11,eNQ011,15,kALC0,BkvF020,kVgR7_1,vPR032,CRM_gUID_711,HiTYp1,TAXK9_08,VGB0020,2025-10-27T15:24:55.464539,iHReZ29,SuBM041,2025-01-25,Var017,0,KvGR3_1,ERNAM012,DELAYED295,5765.0,VBKla20,VtYP39,sBGRp12,StCL0825,kVGR100_29,KNUma1,sS616,CQCHK965,XEGDR14,BST7329,3,-6,LIfSK71,KVGR99_45,2025-02-03,WCLHdR29,2025-02-03,Aw923,KURs07,2025-12-06,2025-12-10,-3,abHOD017,VKO026,2025-02-02,ZUONR15,2025-01-10,vS081,PmoP016,MoNTHlY5,HAND0195,2025-01-31,BsTZd02,tAXK1_006,2025-01-26,2025-02-19,GRP054,HLOC02902,Qm52,KALsm26,N313,Y4,vTW51,1046073855,oRD0054,pHASE07,tAXK2_08,kVgR1_2,GRP13,-1,ABhOb1,DE5,kaL028,2025-01-15,bPN214,sTg23,KKbEr10,tAXK37_01,aBRvW2,C909,KVgR2_4,KNUm213,2025-01-06,cODEGrP22,USD6,vKBUr19,cTLp14,vsN028,rpL027,VbKlT12,1,TAXK4_02579,Cat012,kVGr3_19,2025-07-08,AgRZR618,MiLL03,BSarK01,CtRL07,GSb05,f425,2025-06-01 12:03:41,3
123,VB0011,CoST032,MaH041,mSR0616,10,TAXK54_52,kVgR4_19,aMT04,TrV05,2025-01-18,2025-01-21,INActIVE8,2025-06-01 12:00:37,oR412,2025-12-12,gRP64,sm01,TAXK6_063,TxN8017,KVgR3_12,gSk2,vKg01,PM0252,saleS Order 18,PSP009,fk010,2025-01-29,Eur,KOkr026,CuST0066,-9,rEG829,TAs423,-5,FkR912,TaXK76_01,2025-01-25,2025-02-02,Obj0021,1,eUr6,Abh025,sYs01,KvGr6_29,UsER316,TaXK2_014,XBL0370,MTl2011,Agr01,sTa020,Sw410,CTx3013,paRT01,1036.0,knK001,sp027,prL01,ENQ096,3,KaLC0,BKVF014,KVgR7_9,vPr02,CRM_GUID_629,hITyP25,TAXK915_02,vGB501,2025-10-27T14:22:18.684087,IHREz3,SUBm0038,2025-01-17,VAR016,-5,KvGr8_2,ERNAM01736,DelAYED,7424.0,VBKLa56,vTyP23,SBGRP29,STCL0017,KVGR10_13,kNUMa19,Ss045,cQCHK82,xEgDR24,bST2020,4,1,LIFsK32,kVGR96_1,2025-01-14,WCLhDr15,2025-01-20,AW80,KurS28,2025-12-05,2025-12-11,-1,aBHoD012,VKO054,2025-01-27,ZuONR44,2025-01-08,VS027,pMoP017,MONTHLY5,HAND56,2025-01-15,BSTZD81,TaXk1_02,2025-02-01,2025-02-05,GRp420,HLoC08,qm010,kaLSM13,N4,N919,VtW628,1197407244,oRD0055,phASE29,TAXK6_024,KVGR1_2597,gRP6,7,aBHOb29,de3,KAL02362,2025-01-13,Bpn02,StG39,KKBer12,TAXK34_011,aBRVW00,C457,KVGr2_4,kNUM22,2025-01-11,CODeGRP97,uSd0,vkBUR23,CTlp18,Vsn010,RpL521,VBKLT29,6,TaxK4_01,CAT417,KVGR34_26,2025-07-08,AGRzR62,MiLL123,BSaRk021,CTrl027,GSB01849,t1,2025-06-01 12:02:07,5
109,VB0053,COST06,MAh41,MSr0073,-2,TaxK5_023,KVgR48_26,Amt019,tRv22,2025-01-06,2025-01-04,INACTIVE6,2025-06-01 12:00:51,Or07,2025-12-01,GRP16,Sm06,TAXK1_021,TXn0046,kvGR5_14,GsK31,VKG392,pM08,Sales Order 116,pSP5011,FK010,2025-01-14,EUR5,kOKR813,CUST0033,3,rEG007,TAs726,5,FkR715,TaXK7_222,2025-01-31,2025-01-22,Obj001,2,uSd1,ABH183,sYS055,kVGr6_24,UsEr02,TAxk8_022,XBL832,MTl2023,AGR22,stA014,Sw096,cTX0523,PArt026,1836.0,KnK0078,sp027,PRL005,eNq001,10,kAlC1,BKVF019,KvGR74_17,VpR312,CrM_GUiD_011,HiTYp1,TAxK97_020,VGB0029,2025-10-27T15:29:44.857857,iHrEZ2,sUBM0065,2025-01-18,VaR716,-10,kVgR8_11,ERNAM91,NO4_REASoN7,9546.0,VBkLA97,VtYP94,SBgrP20,sTCL6022,KVGR10_20,kNuMA1,sS004,CQcHK121,XEGdR94,BST0010,1,3,LIFsk02,KVGR9_8,2025-01-14,wCLHDR56,2025-01-12,Aw51,kuRS27,2025-12-03,2025-11-30,-6,ABHoD51,vKo012,2025-01-11,ZuONr29,2025-01-23,Vs07,pMOp022,wEEkLY2,hANd01,2025-01-11,BStZd028,TAXK18_327,2025-01-29,2025-02-13,gRP097,HLoC064,Qm52,KALsM7,N1,N4,Vtw019,1108686888,ORD0032,PHASE08,TAXK21_05,KvGR0_1,gRp13,-8,ABhOB9,US2,KAL217,2025-01-03,BPN705,sTg16,KKBER16,tAXK2_020,ABrvW1,C0,KVgr2_26,knUM017,2025-01-06,CoDEgRP19,Usd,VKBUr95,CTlP7,Vsn01,RPL013,VBKLt66,9,TaXK4_522,cAT122,KVGR2_37,2025-07-20,AGrZr02,MIlL522,bSARk022,CtRL077,GSB06,t7,2025-06-01 12:02:32,-7
174,VB0045,CoST725,MaH413,mSR011,-7,TAXk58_021,KvGR4_34,AMT028,Trv1,2025-01-03,2025-01-10,InaCTIVE3,2025-06-01 12:02:26,oR08,2025-12-20,Grp1,sM082,TAXK6_953,TXN7001,KVgR57_1,GsK1,VKG936,Pm088,sales Order 86,PSp802,fk014,2025-01-19,uSd,koKR01,CUSt051,-1,ReG618,TAs41,-1,FKR852,TAXK7_020,2025-01-18,2025-01-23,ObJ006,-1,Usd0,ABh425,Sys011,KVgr6_26,USeR043,TaXK2_016,XBL0946,MtL004,AgR128,STA095,Sw035,cTX101,paRT010,1215.0,KNk0069,Sp72,PRl415,ENQ2027,24,KaLc2,BKVF180,kVGR7_44,VpR07,CrM_GUiD_01,HiTYP2,tAXK9_078,VGb0621,2025-10-27T15:07:43.121449,ihREZ25,SuBM0120,2025-01-20,VAR02511,-5,KvGR2_18,ErNaM01,DeLAYEd3,6914.0,VBKla18,VTYP32,SBGRP27,STcL091,KVgR10_8,KNUma2,Ss035,CQCHK028,XEgDr27,BsT5010,-5,-6,LIFSK022,kvGR9_18,2025-01-11,WclHDR12,2025-02-04,AW02193,KurS1,2025-12-06,2025-12-25,11,ABHOd31,vKO054,2025-01-21,ZuONr25,2025-01-23,vs02,pMOP624,WEEKLY1,hAND03,2025-01-17,BStZd01,TAXK7_02,2025-02-18,2025-02-04,gRp037,HlOC829,Qm08,KALSm8,Y280,N2,VTw122,1179395534,ORd0716,PhASE89,TaXK21_02,KvGR15_21,Grp15,9,ABHOB18,us7,KAL01358,2025-01-12,BpN070,STg79,KKBER11,tAXK1_012,ABrVw2,C7,KVgr2_19,kNuM024,2025-01-23,CODEGRP69,Usd8,vkBUR19,CTLP11,Vsn019,rPl01,VBkLt24,0,TAXK3_428,CaT092,kvGR3_2,2025-07-24,AGRZR013,mIlL027,bSARK210,CTRL01343,GsB048,f1,2025-06-01 12:03:43,7
157,VB0078,COsT068,mAh02,MSR0023,-2,TAXK5_01976,kVGr4_29,amT021,tRV6,2025-01-12,2025-01-21,aCtIVE,2025-06-01 12:00:29,OR01773,2025-12-17,GRP13,sM725,TAxK4_017,tXN0217,KVgR5_9,GSk99,vKG028,Pm045,SAles Order6 21,PsP0054,fk027,2025-01-15,Usd8,KoKR078,CUST0016,11,REG025,tAS721,-3,FKR02692,TAXK7_023,2025-01-17,2025-01-31,OBJ0016,4,EUR5,aBh018,SyS08,KVGR70_23,UsEr02,TAXk89_02,XbL1023,MTL5825,AGR022,STA570,Sw015,CTX8129,PaRt023,1826.0,KNk0212,sP323,PrL114,eNq0028,13,KALC29,BkVf026,KVGR7_10,VPR916,cRM_gUID_01,hITyP2,TAXk5_016,vGb0017,2025-10-27T14:47:04.337270,IHreZ25,SuBm0025,2025-01-16,vaR01,-5,KvGR8_85,eRNAM510,DELAYED7,5775.0,VBkLa15,VtyP1,SBGRp21,STCL0316,KvGr10_13,kNUMa24,SS02293,CQcHK01,XeGDR89,BST9023,2,-5,LIFSk076,KVGR94_84,2025-01-25,WCLHdR31,2025-01-21,Aw121,kUrS22,2025-12-14,2025-12-04,2,ABHoD920,Vko02,2025-01-24,ZuoNR15,2025-01-16,Vs06,PmOP09,MONThLy,HAnD612,2025-01-16,BSTZD014,TaXk1_014,2025-01-23,2025-01-22,GrP52,HLoc01,Qm62,kALSm2,Y392,Y3,VTW87,1098970468,ORd0526,pHAsE1,TAXK2_027,KVGr18_19,GrP6,10,AbHoB21,DE4,KAl039,2025-01-16,BPn111,StG05,KKBER24,TaXK1_02,ABRvw29,C2,kVGR2_60,knUM014,2025-01-03,CODeGRP63,Eur4,VkBUr1,CTLP22,VSN426,RPl019,VBkLt2,5,TaXK7_02,CAt009,KVgR3_04,2025-07-26,AGRzR047,MILL925,BSARk615,cTRL044,GsB726,t8,2025-06-01 12:01:34,10
209,VB0074,cOST521,MAH138,MsR0028,-8,TAxk5_015,kVGR3_17,aMT518,TrV5,2025-01-26,2025-01-26,inACTIVE9,2025-06-01 12:02:02,or01,2025-12-11,gRP54,sm01,TAxK64_029,TXn6020,KvGR5_37,gsK25,vKg015,pm01,Sales4 OrDer 1,PsP5026,fk02,2025-02-07,usD0,kOKr02,CUSt0915,5,rEg021,tAs01,5,fKR040,taXK7_015,2025-02-09,2025-01-27,OBJ5020,-4,eUr3,ABh818,SyS219,KVGR6_24,USER01802,TAxK8_61,XBL0997,MTl4013,aGR003,STa09,Sw07,Ctx0024,pARt013,1016.0,KNK0017,sp022,Prl018,eNq0018,10,KAlC7,BKVF390,KvgR7_10,VPr087,CRM_GUId2_02,HITYP2281,tAXk9_02,VGB002535,2025-10-27T15:09:10.269208,iHReZ18,SUbM0317,2025-02-02,VAR82,11,KVGR88_15,eRnAM018,DeLAyED3,6176.0,VbKLA68,VTyP61,SBgRP36,STCL1912,KVGr14_25,kNUmA1,Ss02,CqcHK016,XEGDR4,bST5023,-1,-2,LIFSk027,kVGr9_16,2025-01-10,WClHDr23,2025-01-19,AW71,KURS1228,2025-12-06,2025-12-12,-4,ABHOD019,VkO922,2025-01-10,ZUONR96,2025-01-13,vs02,PmOp011,MoNThLY,HaND326,2025-02-08,BstZD012,tAXk1_017,2025-02-14,2025-02-01,GRp009,hLoC014,QM02988,KAlSM81,N1,N68,VtW005,1055862585,OrD0216,PHASe22,TaxK2_023,kVGr1_11,GRP65,2,AbHOb1,us,KaL01,2025-01-23,BpN09,sTg29,kKBEr16,TAXk7_026,ABrvW1,C6,kvGR2_29,kNuM010,2025-01-16,CODEGRP1323,euR1,VKBUr5,CTlp18,VSN541,rPL512,VBklT17,-8,tAXk4_024,CAT019,KVGR20_11,2025-07-05,AGRZr033,MILL36,bSARK622,CtRL06,GSB023,t1,2025-06-01 12:01:18,5
131,VB0038,coST010,MaH312,MSR0066,8,TAXK5_886,KVgr4_15,aMT085,TRV2808,2025-01-27,2025-01-17,AcTIVe,2025-06-01 12:01:24,or016,2025-12-07,gRp1,sm02,TAxK6_924,TXN042,KvGR56_16,GSK28,vKG096,pM038,Sales ORdEr 2,PsP0083,fk022,2025-01-24,euR5,KOKR129,cUsT002,-4,Reg01,TAS35,5,fKr027,TAxK7_029,2025-01-22,2025-02-12,OBJ5518,5,USD1,AbH04,syS02,KVGR616_15,USER015,TAXK84_080,Xbl0019,mTL0710,AGR78,sTA04,Sw617,CTX0816,PARt52,1243.0,KNk0918,Sp219,pRl025,ENQ8042,9,KAlC6,BkVF22,KvgR7_22,VpR053,CRM_gUID_067,HItyP17,tAXK0_012,vgB0022,2025-10-27T15:15:44.892523,iHrEZ12,suBM0019,2025-01-16,VaR032,0,kVGr8_23,ERnAM113,DeLAYeD,7473.0,vBKlA26,VTYP15,SBgrP2,STcL0917,KVGR10_11,KNumA18,SS64,CQcHk020,XeGDR71,bSt0024,1,5,lIFSK511,kVGR97_24,2025-02-02,wcLHDR23,2025-01-12,aW012,KURS28,2025-12-04,2025-12-18,7,aBhOD012,Vko018,2025-01-31,ZuONr2,2025-01-26,VS025,PMoP924,MONThlY8,HAnD22,2025-02-03,bSTZD52,TaXK15_01,2025-02-11,2025-02-01,gRp022,HLOc01,QM80,KALSM25,N1,N4,VTW511,997912768,ORd0726,PhaSE1,TAXK3_719,kVGr1_19,GRp8,-2,AbHOB80,DE947,kAL05,2025-01-12,BPN029,stG1,KkBEr14,TAXK376_02,aBRvW2,C0,KVGR6_93,knUM015,2025-01-02,CoDEgRP2,uSd6,VkBuR15,CTLP12,Vsn021,RPL027,vbKLT1,-5,TAXk4_82,cAT009,kVGr3_16,2025-07-18,AGRzR21,MilL028,bSaRK01,CTrl026,GSb72,f703,2025-06-01 12:03:38,10
197,VB0033,COST019,mAh022,msR0019,5,TAXK5_74,KVgR6_22,AMt089,TRv0,2025-01-27,2025-01-10,iNaCTIVE,2025-06-01 12:00:10,or023,2025-12-21,gRp11,sM211,TAXk6_019,Txn0026,KVgr5_2,Gsk16,vKG626,pm014,Sales OrDeR 19,PsP0411,FK852,2025-02-02,Eur,koKR016,CusT0024,-2,Reg018,tAs020,-7,fkR01,tAxK7_029,2025-01-28,2025-01-25,OBJ7224,10,Eur3,aBh02,SYS011,KvGr6_20,USeR034,TAXK05_025,xBL0921,MTL4057,Agr012,stA018,Sw041,CtX0040,PArt014,1993.0,KNk092,Sp08,PRl526,Enq002,19,kaLC24,BKvF811,KVGR79_1,VpR043,cRM_gUID_015,HitYP22,TaXk9_025,VGB2024,2025-10-27T14:43:24.880960,IHREz6,SUbM011,2025-01-17,VAR015,-1,KvgR8_1,eRnAM028,deLAYED2,9444.0,VbKLa20,vTyP26,SBgRp28,STCL0037,KVGR20_92,KnUMA9,Ss421,cQCHK067,xeGDR1,BST8627,-4,7,LIFSk088,KVGR98_1,2025-01-13,WCLHdR5,2025-01-23,Aw020,KurS1,2025-12-19,2025-12-26,-8,aBHOD066,Vko01,2025-01-25,ZUONr0,2025-01-17,VS02971,pMOp022,MOntHLY,hAND917,2025-01-26,BStZD050,TAxK14_02,2025-02-10,2025-02-17,GRp00,HloC027,qM090,kaLSM1,N2,Y1,vTW053,1219671545,Ord0019,PHaSe1,TAxK2_040,KvGR1_65,GRP2868,-8,ABhoB24,us5,KAL424,2025-01-14,BPn81,STg8,KKBeR57,TAXk3_522,aBrVW10,C7,KVGr3_18,KNUm06,2025-01-17,coDEGRP28,uSd1,vkBUR19,ctLP20,VSn118,RPL027,VbKLT60,4,TAXK482_025,CAt048,KVgR4_25,2025-07-27,AGrZR04,MILl087,BSARK813,cTrL018,gSb017,f5,2025-06-01 12:03:20,-7
159,VB0012,cOsT021,MAh08,MSR502,7,TaXK4_011,KVgR4_97,Amt028,TRV11,2025-01-12,2025-01-18,INacTIVE,2025-06-01 12:02:19,Or819,2025-11-30,Grp15,sM054,TaXK6_01,TXN017,KVGR566_21,Gsk26,Vkg029,Pm211,Sales ORdEr 1,PSP0014,fk025,2025-01-22,uSd,KoKR92,cuST002,11,ReG22,TAS01247,8,fkR027,TaXK7_829,2025-01-28,2025-01-25,OBj021,-3,euR4,aBh02,SYS019,KVGR677_11,USER91,TAXK83_511,XBl0066,MtL0089,AGR779,sTA627,Sw426,cTX202,PART01861,1799.0,KNK079,sP72,PRL547,enQ0023,10,KaLC4,BKvF072,KVGR7_58,VPR014,CRM_GUId_00,hItYP28,tAXk9_021,VGb0529,2025-10-27T14:01:46.910968,IHREZ16,SUBm031,2025-01-31,VAR018,-6,kVGR1_28,eRNAM084,DeLAyED,9443.0,VBKLA2795,VtyP16,SBGrP88,sTcL0024,kVGR12_11,KNumA23,Ss620,CQcHk014,xEgDR1,bST0219,-8,5,LIFSK018,KVGR9_25,2025-01-10,WCLHDr5,2025-01-31,AW08,KuRs14,2025-12-24,2025-12-16,2,ABHOD022,vKO71,2025-01-21,ZuoNR1,2025-01-28,Vs03,PmOp01,MONTHLY4,HAND016,2025-02-07,BSTZD01659,TAXK165_027,2025-02-17,2025-02-14,GRP73,HLoC04,QM010,KaLSM5,Y4,Y4,VTW014,1162907744,OrD0724,PhAsE22,TaXK2_623,KvGr1_24,GrP25,0,AbHOb10,us3,kaL01,2025-01-30,bpN019,sTg19,kKBEr1,TAXK0_813,ABrvW24,C8,KVgr2_15,kNUM059,2025-01-11,CODEGrp1,eUr5,VKBUR25,CtLp25,vSn02,RPL012,VbKLT89,2,TAxK4_03,CAt037,KvgR3_22,2025-07-16,AGRZR01931,MILL128,BSaRK525,cTRl021,GSB023,f1,2025-06-01 12:01:29,8
200,VB0055,cOsT019,MaH06,Msr002,0,tAXk5_017,KvgR4_1,Amt016,TRV14,2025-01-24,2025-01-02,AcTIVe7,2025-06-01 12:02:58,oR081,2025-12-20,gRp18,sM085,TAXK616_018,TxN0088,kVgR5_20,GSK19,VKG05,PM552,SAleS Order 14,Psp0021,fK07,2025-01-16,EUR154,KOkR050,CUsT2023,2,REg065,tAs01,4,fKR427,TAXK9_080,2025-02-03,2025-01-21,oBJ0020,-4,EUR8,abH014,SYS15,kVGR64_20,UsER922,TAXk83_026,xBL0052,mTl0021,AgR083,STa317,Sw11,cTX072,ParT019,1572.0,KNK5062,SP780,Prl02,EnQ3012,6,KaLC85,bkVF022,KVgr7_22,VPr716,CrM_GUID6_019,HITYP01,TAXK928_02,VGb0214,2025-10-27T14:17:27.969941,iHREZ06,SUbm002,2025-02-01,VAr729,3,KVGR8_1468,ERNAm329,DeLaYED,9972.0,VbKlA2,vTYp1,sBGRP4,StCL6025,KvGR10_09,KNUmA4,SS316,cQcHK015,XEGDR29,bSt0021,7,11,LIFSk126,KVgR9_93,2025-01-18,WCLHDR17,2025-01-28,aW012,KURS28,2025-12-06,2025-12-10,4,ABHOD219,vKO087,2025-01-14,ZUONr79,2025-01-18,vS003,PmoP015,MonTHLY4,HaND09,2025-01-14,bsTZD02,TAXK1_021,2025-01-21,2025-02-10,GRP021,HLOC763,qm019,kALSm27,Y604,N7,VTW010,1055740454,orD001,PHASE26,TAXK26_024,KVgR1_34,GRP29,-2,ABHOb2,DE4,kaL02,2025-01-21,BPn08,STG53,KKBER2449,TAxK3_82,ABrVw28,C925,KVgr2_1,KnUm014,2025-01-25,CodEGRP2,USD2,vKBUr28,CtLP7,VSN028,rPl018,vbKLT24,8,taXK4_012,Cat027,KVgR32_27,2025-07-02,aGrZR011,mILL510,BsARK087,CTRL110,GSB779,t6,2025-06-01 12:03:31,-10
114,VB0041,COSt03,MaH014,Msr002,-4,TAXK53_012,KVGr46_28,amT013,tRV78,2025-01-25,2025-01-12,acTIVE,2025-06-01 12:02:57,oR811,2025-12-17,gRp2,SM01804,TAxK2_018,TXn0629,KVGR51_22,GSk47,Vkg025,PM322,Sales order4 21,pSp0015,FK02506,2025-02-09,Usd8,KOkR041,CUST091,1,REG026,tAS080,-3,FKR015,tAxK7_016,2025-01-14,2025-01-18,obJ0028,-2,uSd4,Abh01,sYS919,kvGR6_2,USER56,tAxK8_029,xBL0068,mtL0028,aGR040,sTa013,sw026,CTX5713,PART027,1277.0,KNk0828,SP026,pRL529,ENq2024,7,kAlC2,bKVF098,KVGR70_20,Vpr013,CRM_GUId7_022,HiTYP58,tAXK9_917,VGb041,2025-10-27T14:04:56.822607,IHRez24,SUBm6015,2025-01-29,VAr626,-8,KVGR68_27,eRNaM022,deLAYED5,7818.0,VBKlA42,VTYP28,SBgRP9,STCl0124,KVGR00_24,KNUmA83,sS71,CQcHK918,XEGdR99,bST4028,-6,-5,LIFSk622,KVGR1_29,2025-01-24,WCLHdR49,2025-01-23,Aw620,KuRs19,2025-12-09,2025-12-24,-3,aBHOD06,VKo312,2025-01-17,ZUOnr13,2025-01-24,Vs410,PmOP001,WEEkLy9,hAND91,2025-02-03,bsTZD025,TAXK1_071,2025-02-16,2025-02-06,GrP084,HlOC124,Qm055,KaLsM2,Y594,N7,VtW519,994014538,oRD009,PhAsE1,TAXk1_022,KVgR1_92,GRP29,2,ABHOB24,de6,kaL012,2025-01-07,bpN02,StG23,KKbER64,TAxK33_024,AbRVw26,C0,KvGR2_2,KNUM748,2025-01-30,CODeGrP15,EUR356,vKBuR17,CTLp39,VsN094,RPL0186,VbkLT2,11,TAXK2_412,CAT223,kVgR3_22,2025-07-16,AGRzr01,MILL024,BSARk066,CTrL030,GSB028,f4,2025-06-01 12:03:13,-8
